x y z heading valid quality timestamp
7757504.035862 -364027.659876 0.000000 -2.473830 1 4 1511378557.250633
7757503.693046 -364027.935885 0.000000 -2.470932 1 4 1511378557.313143
7757503.350229 -364028.211894 0.000000 -2.469711 1 4 1511378557.375669
7757502.660947 -364028.769162 0.000000 -2.464806 1 4 1511378557.438161
7757502.319961 -364029.043416 0.000000 -2.460810 1 4 1511378557.500628
7757501.979003 -364029.321151 0.000000 -2.460984 1 4 1511378557.563152
0.000000 -166021.443181 0.000000 -2.463253 1 0 1511378557.625609
7757500.967238 -364030.159491 0.000000 -2.455975 1 4 1511378557.688147
7757500.622590 -364030.437255 0.000000 -2.450687 1 4 1511378557.750686
7757500.281659 -364030.718471 0.000000 -2.452467 1 4 1511378557.813151
7757499.944418 -364030.999659 0.000000 -2.449063 1 4 1511378557.875626
7757499.266218 -364031.558581 0.000000 -2.446044 1 4 1511378557.938157
7757499.266218 -364031.558581 0.000000 -2.446044 1 4 1511378558.000611
7757498.595603 -364032.143556 0.000000 -2.433827 1 4 1511378558.063131
7757498.260289 -364032.435173 0.000000 -2.445276 1 4 1511378558.125667
7757497.928609 -364032.719798 0.000000 -2.447580 1 4 1511378558.188118
7757497.261643 -364033.299521 0.000000 -2.445486 1 4 1511378558.250612
7757496.920780 -364033.589441 0.000000 -2.439098 1 4 1511378558.313163
7757496.585452 -364033.879317 0.000000 -2.434228 1 4 1511378558.375638
7757495.922134 -364034.453789 0.000000 -2.425362 1 4 1511378558.438175
7757495.586861 -364034.750628 0.000000 -2.428224 1 4 1511378558.500614
7757495.257094 -364035.043942 0.000000 -2.426427 1 4 1511378558.563171
7757494.923624 -364035.335545 0.000000 -2.422692 1 4 1511378558.625683
7757494.260388 -364035.920461 0.000000 -2.421191 1 4 1511378558.688147
7757493.930663 -364036.218997 0.000000 -2.418346 1 4 1511378558.750646
7757493.613878 -364036.520913 0.000000 -2.418974 1 4 1511378558.813171
7757493.278591 -364036.816011 0.000000 -2.410055 1 4 1511378558.875650
7757492.624607 -364037.404336 0.000000 -2.409951 1 4 1511378558.938178
7757492.624607 -364037.404336 0.000000 -2.409951 1 4 1511378559.000641
7757491.959704 -364038.011896 0.000000 -2.410282 1 4 1511378559.063139
0.000000 -166021.443181 0.000000 -2.399740 1 0 1511378559.125619
7757491.316842 -364038.607097 0.000000 -2.398606 1 4 1511378559.188184
7757490.668556 -364039.216267 0.000000 -2.395272 1 4 1511378559.250698
7757490.351717 -364039.511219 0.000000 -2.394941 1 4 1511378559.313180
7757490.027525 -364039.809712 0.000000 -2.396197 1 4 1511378559.375665
7757489.377394 -364040.418896 0.000000 -2.396407 1 4 1511378559.438229
7757489.053217 -364040.719129 0.000000 -2.394400 1 4 1511378559.500694
7757488.729012 -364041.015881 0.000000 -2.394487 1 4 1511378559.563169
7757488.406679 -364041.316099 0.000000 -2.396581 1 4 1511378559.625648
7757487.767603 -364041.923456 0.000000 -2.398152 1 4 1511378559.688202
7757487.445188 -364042.213230 0.000000 -2.394871 1 4 1511378559.750625
7757487.122828 -364042.509967 0.000000 -2.397472 1 4 1511378559.813188
7757486.802340 -364042.810171 0.000000 -2.401521 1 4 1511378559.875676
7757486.144775 -364043.412450 0.000000 -2.400508 1 4 1511378559.938206
7757486.144775 -364043.412450 0.000000 -2.400508 1 4 1511378560.000654
7757485.501872 -364044.002428 0.000000 -2.402550 1 4 1511378560.063181
7757485.177668 -364044.299180 0.000000 -2.403266 1 4 1511378560.125674
7757484.855294 -364044.594176 0.000000 -2.406268 1 4 1511378560.188207
7757484.208701 -364045.184183 0.000000 -2.411696 1 4 1511378560.250707
7757483.882638 -364045.479208 0.000000 -2.411783 1 4 1511378560.313210
7757483.560237 -364045.770723 0.000000 -2.410038 1 4 1511378560.375642
7757482.915407 -364046.350271 0.000000 -2.411923 1 4 1511378560.438232
7757482.600343 -364046.636506 0.000000 -2.414017 1 4 1511378560.500660
7757482.272449 -364046.933286 0.000000 -2.418311 1 4 1511378560.563232
0.000000 -166021.443181 0.000000 -2.418363 1 0 1511378560.625699
7757481.299683 -364047.804392 0.000000 -2.420807 1 4 1511378560.688235
7757480.971693 -364048.088988 0.000000 -2.419375 1 4 1511378560.750721
7757480.651095 -364048.375266 0.000000 -2.422971 1 4 1511378560.813198
7757480.328666 -364048.663299 0.000000 -2.427805 1 4 1511378560.875721
7757479.676375 -364049.232461 0.000000 -2.427648 1 4 1511378560.938212
7757479.676375 -364049.232461 0.000000 -2.427648 1 4 1511378561.000707
7757479.018536 -364049.799926 0.000000 -2.424716 1 4 1511378561.063230
7757478.694248 -364050.086233 0.000000 -2.430074 1 4 1511378561.125699
7757478.369934 -364050.369058 0.000000 -2.434717 1 4 1511378561.188228
7757477.719432 -364050.931243 0.000000 -2.439237 1 4 1511378561.250712
7757477.389542 -364051.208890 0.000000 -2.436165 1 4 1511378561.313255
7757477.059666 -364051.488277 0.000000 -2.435782 1 4 1511378561.375723
7757476.409164 -364052.050461 0.000000 -2.441785 1 4 1511378561.438219
7757476.084822 -364052.329806 0.000000 -2.444997 1 4 1511378561.500721
7757475.760467 -364052.607409 0.000000 -2.445520 1 4 1511378561.563209
7757475.432394 -364052.881560 0.000000 -2.443583 1 4 1511378561.625736
7757474.778134 -364053.435070 0.000000 -2.447999 1 4 1511378561.688250
7757474.450062 -364053.709221 0.000000 -2.448051 1 4 1511378561.750736
7757474.120144 -364053.983386 0.000000 -2.447842 1 4 1511378561.813231
7757473.788395 -364054.259307 0.000000 -2.448435 1 4 1511378561.875724
7757473.135926 -364054.805839 0.000000 -2.458052 1 4 1511378561.938258
7757473.135926 -364054.805839 0.000000 -2.458052 1 4 1511378562.000696
7757472.474287 -364055.359407 0.000000 -2.458820 1 4 1511378562.063283
0.000000 -166021.443181 0.000000 -2.464562 1 0 1511378562.125713
7757471.810639 -364055.892100 0.000000 -2.464248 1 4 1511378562.188204
7757471.154357 -364056.422995 0.000000 -2.486483 1 4 1511378562.250755
7757470.829960 -364056.695376 0.000000 -2.481788 1 4 1511378562.313235
7757470.494425 -364056.959141 0.000000 -2.477704 1 4 1511378562.375753
7757469.814079 -364057.479780 0.000000 -2.484965 1 4 1511378562.438263
7757469.489627 -364057.745198 0.000000 -2.482207 1 4 1511378562.500731
7757469.141097 -364057.998620 0.000000 -2.489014 1 4 1511378562.563244
7757468.809266 -364058.264097 0.000000 -2.492156 1 4 1511378562.625748
7757468.127102 -364058.788232 0.000000 -2.512960 1 4 1511378562.688242
7757467.797020 -364059.041509 0.000000 -2.504862 1 4 1511378562.750735
7757467.446618 -364059.291464 0.000000 -2.502069 1 4 1511378562.813225
7757467.109171 -364059.546539 0.000000 -2.526556 1 4 1511378562.875738
7757466.406454 -364060.037761 0.000000 -2.529418 1 4 1511378562.938250
7757466.406454 -364060.037761 0.000000 -2.529418 1 4 1511378563.000729
7757465.731505 -364060.540949 0.000000 -2.516590 1 4 1511378563.063251
7757465.370007 -364060.787510 0.000000 -2.533153 1 4 1511378563.125794
7757464.672824 -364061.278688 0.000000 -2.549926 1 4 1511378563.188276
7757464.322340 -364061.518198 0.000000 -2.553783 1 4 1511378563.250750
7757463.966308 -364061.756012 0.000000 -2.557553 1 4 1511378563.313243
7757463.606641 -364062.000818 0.000000 -2.559962 1 4 1511378563.375786
7757462.896395 -364062.472949 0.000000 -2.568601 1 4 1511378563.438279
7757462.536646 -364062.707310 0.000000 -2.570015 1 4 1511378563.500799
7757462.178755 -364062.943398 0.000000 -2.575355 1 4 1511378563.563264
0.000000 -166021.443181 0.000000 -2.576839 1 0 1511378563.625790
7757461.104946 -364063.634253 0.000000 -2.582075 1 4 1511378563.688257
7757460.745102 -364063.856430 0.000000 -2.585391 1 4 1511378563.750790
7757460.376101 -364064.087382 0.000000 -2.587678 1 4 1511378563.813300
7757460.010750 -364064.313083 0.000000 -2.591098 1 4 1511378563.875799
7757459.287398 -364064.760946 0.000000 -2.597102 1 4 1511378563.938276
7757459.287398 -364064.760946 0.000000 -2.597102 1 4 1511378564.000793
7757458.547484 -364065.214162 0.000000 -2.602251 1 4 1511378564.063300
7757458.180274 -364065.438137 0.000000 -2.604660 1 4 1511378564.125775
7757457.440319 -364065.886131 0.000000 -2.614695 1 4 1511378564.188238
7757457.071223 -364066.104898 0.000000 -2.617016 1 4 1511378564.250793
7757456.705802 -364066.321896 0.000000 -2.617470 1 4 1511378564.313341
7757456.332989 -364066.537211 0.000000 -2.616126 1 4 1511378564.375800
7757455.594783 -364066.973005 0.000000 -2.620664 1 4 1511378564.438294
7757455.223842 -364067.191787 0.000000 -2.626371 1 4 1511378564.500778
7757454.847394 -364067.414094 0.000000 -2.630613 1 4 1511378564.563331
7757454.474554 -364067.625928 0.000000 -2.633388 1 4 1511378564.625746
7757453.725156 -364068.046143 0.000000 -2.632271 1 4 1511378564.688328
7757453.350498 -364068.261472 0.000000 -2.634225 1 4 1511378564.750812
7757452.968489 -364068.480341 0.000000 -2.636233 1 4 1511378564.813329
7757452.597507 -364068.693901 0.000000 -2.638920 1 4 1511378564.875819
7757451.844433 -364069.115885 0.000000 -2.646652 1 4 1511378564.938327
7757451.844433 -364069.115885 0.000000 -2.646652 1 4 1511378565.000814
7757451.089473 -364069.532662 0.000000 -2.650824 1 4 1511378565.063296
0.000000 -166021.443181 0.000000 -2.654785 1 0 1511378565.125837
7757449.957846 -364070.143895 0.000000 -2.656164 1 4 1511378565.188338
7757449.575823 -364070.361023 0.000000 -2.659952 1 4 1511378565.250846
7757449.197407 -364070.567678 0.000000 -2.662029 1 4 1511378565.313339
7757448.813498 -364070.779598 0.000000 -2.664594 1 4 1511378565.375822
7757448.054616 -364071.166812 0.000000 -2.671034 1 4 1511378565.438310
7757447.672456 -364071.366533 0.000000 -2.675712 1 4 1511378565.500765
7757447.284761 -364071.566298 0.000000 -2.680005 1 4 1511378565.563330
7757446.900742 -364071.764293 0.000000 -2.676026 1 4 1511378565.625840
7757446.130888 -364072.163779 0.000000 -2.684473 1 4 1511378565.688336
7757445.739380 -364072.347906 0.000000 -2.685416 1 4 1511378565.750837
7757445.346165 -364072.549455 0.000000 -2.686463 1 4 1511378565.813328
7757444.958388 -364072.738776 0.000000 -2.690600 1 4 1511378565.875809
7757444.195721 -364073.113833 0.000000 -2.688784 1 4 1511378565.938306
7757444.195721 -364073.113833 0.000000 -2.688784 1 4 1511378566.000816
7757443.407254 -364073.492576 0.000000 -2.699483 1 4 1511378566.063314
7757443.017646 -364073.683651 0.000000 -2.705417 1 4 1511378566.125847
7757442.236503 -364074.055373 0.000000 -2.710549 1 4 1511378566.188322
7757441.852361 -364074.237701 0.000000 -2.716622 1 4 1511378566.250813
7757441.466402 -364074.423526 0.000000 -2.721666 1 4 1511378566.313321
7757441.065657 -364074.605985 0.000000 -2.716797 1 4 1511378566.375821
7757440.282532 -364074.960314 0.000000 -2.720864 1 4 1511378566.438356
7757439.903924 -364075.142599 0.000000 -2.720741 1 4 1511378566.500833
7757439.516147 -364075.331919 0.000000 -2.725227 1 4 1511378566.563337
0.000000 -166021.443181 0.000000 -2.727199 1 0 1511378566.625856
7757438.359881 -364075.859786 0.000000 -2.734530 1 4 1511378566.688335
7757437.957099 -364076.017889 0.000000 -2.727548 1 4 1511378566.750835
7757437.552651 -364076.198637 0.000000 -2.728019 1 4 1511378566.813331
7757437.173934 -364076.366996 0.000000 -2.747672 1 4 1511378566.875842
7757436.409257 -364076.721180 0.000000 -2.742855 1 4 1511378566.938340
7757436.409257 -364076.721180 0.000000 -2.742855 1 4 1511378567.000877
7757435.601862 -364077.039142 0.000000 -2.745159 1 4 1511378567.063341
7757435.217665 -364077.214508 0.000000 -2.751459 1 4 1511378567.125831
7757434.829834 -364077.396865 0.000000 -2.758144 1 4 1511378567.188341
7757434.048252 -364077.712884 0.000000 -2.752053 1 4 1511378567.250852
7757433.652864 -364077.872670 0.000000 -2.760570 1 4 1511378567.313322
7757433.276059 -364078.049718 0.000000 -2.768354 1 4 1511378567.375857
7757432.505546 -364078.365650 0.000000 -2.763188 1 4 1511378567.438343
7757432.132240 -364078.518299 0.000000 -2.764060 1 4 1511378567.500862
7757431.740486 -364078.671093 0.000000 -2.763799 1 4 1511378567.563342
7757431.346928 -364078.829124 0.000000 -2.768075 1 4 1511378567.625871
7757430.578219 -364079.139819 0.000000 -2.773904 1 4 1511378567.688380
7757430.190209 -364079.299547 0.000000 -2.777255 1 4 1511378567.750860
7757429.798441 -364079.450601 0.000000 -2.778023 1 4 1511378567.813367
7757429.406714 -364079.606877 0.000000 -2.777185 1 4 1511378567.875856
7757428.634247 -364079.908897 0.000000 -2.780536 1 4 1511378567.938359
7757428.634247 -364079.908897 0.000000 -2.780536 1 4 1511378568.000837
7757427.861725 -364080.203954 0.000000 -2.789525 1 4 1511378568.063368
0.000000 -166021.443181 0.000000 -2.795599 1 0 1511378568.125857
7757427.103988 -364080.502377 0.000000 -2.794220 1 4 1511378568.188396
7757426.335073 -364080.786961 0.000000 -2.791741 1 4 1511378568.250867
7757425.943292 -364080.936274 0.000000 -2.791549 1 4 1511378568.313374
7757425.568044 -364081.076752 0.000000 -2.798618 1 4 1511378568.375869
7757424.793650 -364081.368343 0.000000 -2.809648 1 4 1511378568.438442
7757424.411024 -364081.508880 0.000000 -2.809544 1 4 1511378568.500852
7757424.028343 -364081.642454 0.000000 -2.808654 1 4 1511378568.563403
7757423.647520 -364081.777754 0.000000 -2.810800 1 4 1511378568.625904
7757422.869326 -364082.055447 0.000000 -2.811743 1 4 1511378568.688416
7757422.490349 -364082.190733 0.000000 -2.816508 1 4 1511378568.750908
7757422.100329 -364082.329587 0.000000 -2.818201 1 4 1511378568.813427
7757421.715803 -364082.463176 0.000000 -2.819283 1 4 1511378568.875880
7757420.954103 -364082.726813 0.000000 -2.823960 1 4 1511378568.938393
7757420.954103 -364082.726813 0.000000 -2.823960 1 4 1511378569.000917
7757420.186855 -364082.988753 0.000000 -2.826386 1 4 1511378569.063390
7757419.807822 -364083.117076 0.000000 -2.826840 1 4 1511378569.125901
7757419.040546 -364083.375534 0.000000 -2.830348 1 4 1511378569.188389
7757418.659655 -364083.502131 0.000000 -2.829510 1 4 1511378569.250896
7757418.275088 -364083.630497 0.000000 -2.827800 1 4 1511378569.313394
7757417.888676 -364083.758878 0.000000 -2.832442 1 4 1511378569.375902
7757417.123191 -364084.010359 0.000000 -2.836265 1 4 1511378569.438464
7757416.738582 -364084.133504 0.000000 -2.832949 1 4 1511378569.500899
7757416.352157 -364084.260144 0.000000 -2.834013 1 4 1511378569.563394
0.000000 -166021.443181 0.000000 -2.836404 1 0 1511378569.625912
7757415.213077 -364084.627719 0.000000 -2.837155 1 4 1511378569.688382
7757414.832131 -364084.747353 0.000000 -2.838656 1 4 1511378569.750936
7757414.447522 -364084.870497 0.000000 -2.837486 1 4 1511378569.813437
7757414.064745 -364084.991886 0.000000 -2.836352 1 4 1511378569.875912
7757413.306638 -364085.243309 0.000000 -2.843002 1 4 1511378569.938363
7757413.306638 -364085.243309 0.000000 -2.843002 1 4 1511378570.000934
7757412.544774 -364085.486058 0.000000 -2.843839 1 4 1511378570.063434
7757412.167490 -364085.602181 0.000000 -2.844154 1 4 1511378570.125916
7757411.786557 -364085.723555 0.000000 -2.843002 1 4 1511378570.188459
7757411.020962 -364085.961111 0.000000 -2.842775 1 4 1511378570.250942
7757410.641861 -364086.080730 0.000000 -2.842426 1 4 1511378570.313415
7757410.262773 -364086.202090 0.000000 -2.841797 1 4 1511378570.375918
7757409.504584 -364086.443068 0.000000 -2.844834 1 4 1511378570.438457
7757409.125483 -364086.562687 0.000000 -2.848726 1 4 1511378570.500926
7757408.750043 -364086.678796 0.000000 -2.847958 1 4 1511378570.563451
7757408.370915 -364086.794934 0.000000 -2.845393 1 4 1511378570.625953
7757407.610853 -364087.032446 0.000000 -2.848883 1 4 1511378570.688421
7757407.233556 -364087.146828 0.000000 -2.849163 1 4 1511378570.750933
7757406.858116 -364087.262937 0.000000 -2.848150 1 4 1511378570.813401
7757406.482718 -364087.384267 0.000000 -2.849267 1 4 1511378570.875929
7757405.726360 -364087.623491 0.000000 -2.850315 1 4 1511378570.938413
7757405.726360 -364087.623491 0.000000 -2.850315 1 4 1511378571.000960
7757404.979130 -364087.850457 0.000000 -2.851362 1 4 1511378571.063431
0.000000 -166021.443181 0.000000 -2.856109 1 0 1511378571.125936
7757404.226407 -364088.082688 0.000000 -2.859094 1 4 1511378571.188444
7757403.475501 -364088.311424 0.000000 -2.858483 1 4 1511378571.250983
7757403.101866 -364088.422296 0.000000 -2.855673 1 4 1511378571.313535
7757402.724540 -364088.533197 0.000000 -2.857069 1 4 1511378571.375928
7757401.979155 -364088.760148 0.000000 -2.859722 1 4 1511378571.438465
7757401.605519 -364088.871020 0.000000 -2.858937 1 4 1511378571.500931
7757401.233770 -364088.987100 0.000000 -2.862532 1 4 1511378571.563470
7757400.851006 -364089.110229 0.000000 -2.865639 1 4 1511378571.625966
7757400.112808 -364089.312753 0.000000 -2.859390 1 4 1511378571.688394
7757399.741017 -364089.423610 0.000000 -2.851222 1 4 1511378571.750906
7757399.369213 -364089.532727 0.000000 -2.853578 1 4 1511378571.813514
7757398.999239 -364089.640088 0.000000 -2.857156 1 4 1511378571.875958
7757398.257598 -364089.873973 0.000000 -2.883406 1 4 1511378571.938464
7757398.257598 -364089.873973 0.000000 -2.883406 1 4 1511378572.000949
7757397.519455 -364090.083459 0.000000 -2.868169 1 4 1511378572.063457
7757397.149454 -364090.187339 0.000000 -2.862515 1 4 1511378572.125983
7757396.403959 -364090.400365 0.000000 -2.872463 1 4 1511378572.188451
7757396.046898 -364090.507625 0.000000 -2.874261 1 4 1511378572.250962
7757395.680573 -364090.609735 0.000000 -2.869112 1 4 1511378572.313461
7757395.301321 -364090.710206 0.000000 -2.865412 1 4 1511378572.375960
7757394.572443 -364090.924842 0.000000 -2.876163 1 4 1511378572.438476
7757394.204149 -364091.011300 0.000000 -2.873318 1 4 1511378572.500963
7757393.834203 -364091.122143 0.000000 -2.872201 1 4 1511378572.563499
0.000000 -166021.443181 0.000000 -2.873266 1 0 1511378572.625999
7757392.740762 -364091.428430 0.000000 -2.879566 1 4 1511378572.688501
7757392.376282 -364091.530526 0.000000 -2.880561 1 4 1511378572.751002
7757392.013605 -364091.627385 0.000000 -2.882027 1 4 1511378572.813555
7757391.650928 -364091.724244 0.000000 -2.884994 1 4 1511378572.875963
7757390.927433 -364091.919688 0.000000 -2.883022 1 4 1511378572.938462
7757390.927433 -364091.919688 0.000000 -2.883022 1 4 1511378573.000939
7757390.203938 -364092.115132 0.000000 -2.887001 1 4 1511378573.063467
7757389.839472 -364092.218968 0.000000 -2.893232 1 4 1511378573.125922
7757389.121401 -364092.400443 0.000000 -2.893110 1 4 1511378573.188501
7757388.758738 -364092.499043 0.000000 -2.894995 1 4 1511378573.250996
7757388.399655 -364092.583688 0.000000 -2.895501 1 4 1511378573.313505
7757388.035188 -364092.687525 0.000000 -2.899219 1 4 1511378573.375976
7757387.318935 -364092.865504 0.000000 -2.899812 1 4 1511378573.438549
7757386.963583 -364092.955342 0.000000 -2.901523 1 4 1511378573.501011
7757386.610102 -364093.048647 0.000000 -2.910127 1 4 1511378573.563492
0.000000 -166021.443181 0.000000 -2.911454 1 0 1511378573.626013
7757385.534752 -364093.309530 0.000000 -2.907474 1 4 1511378573.688499
7757385.181190 -364093.392391 0.000000 -2.905485 1 4 1511378573.750997
7757384.833230 -364093.483912 0.000000 -2.910022 1 4 1511378573.813545
7757384.477864 -364093.572009 0.000000 -2.916463 1 4 1511378573.876001
7757383.772556 -364093.734234 0.000000 -2.923357 1 4 1511378573.938528
7757383.772556 -364093.734234 0.000000 -2.923357 1 4 1511378574.001026
7757383.069052 -364093.891223 0.000000 -2.920250 1 4 1511378574.063529
0.000000 -166021.443181 0.000000 -2.923235 1 0 1511378574.126002
7757382.378461 -364094.048111 0.000000 -2.924805 1 4 1511378574.188495
7757381.686011 -364094.203272 0.000000 -2.927964 1 4 1511378574.251035
7757381.347152 -364094.279054 0.000000 -2.930897 1 4 1511378574.313517
7757381.006420 -364094.351368 0.000000 -2.933898 1 4 1511378574.376011
7757380.334167 -364094.494185 0.000000 -2.931996 1 4 1511378574.438514
7757380.000829 -364094.568182 0.000000 -2.934038 1 4 1511378574.500984
7757379.671179 -364094.642151 0.000000 -2.936045 1 4 1511378574.563599
7757379.339630 -364094.709171 0.000000 -2.936935 1 4 1511378574.626067
7757378.687615 -364094.844865 0.000000 -2.940880 1 4 1511378574.688517
7757378.367121 -364094.910057 0.000000 -2.941892 1 4 1511378574.751016
7757378.044809 -364094.978745 0.000000 -2.940478 1 4 1511378574.813528
7757377.720681 -364095.050929 0.000000 -2.942381 1 4 1511378574.875979
7757377.087017 -364095.174293 0.000000 -2.943358 1 4 1511378574.938505
7757377.087017 -364095.174293 0.000000 -2.943358 1 4 1511378575.001005
7757376.462549 -364095.294103 0.000000 -2.947303 1 4 1511378575.063508
0.000000 -166021.443181 0.000000 -2.949921 1 0 1511378575.126066
7757375.841840 -364095.422587 0.000000 -2.951352 1 4 1511378575.188528
7757375.237651 -364095.540496 0.000000 -2.952486 1 4 1511378575.251037
7757374.935536 -364095.596839 0.000000 -2.951963 1 4 1511378575.313591
7757374.633489 -364095.661886 0.000000 -2.952853 1 4 1511378575.376021
7757374.042145 -364095.770990 0.000000 -2.964477 1 4 1511378575.438601
7757373.747409 -364095.827276 0.000000 -2.965855 1 4 1511378575.501049
7757373.456376 -364095.885273 0.000000 -2.973587 1 4 1511378575.563578
0.000000 -166021.443181 0.000000 -2.970132 1 0 1511378575.626050
7757372.597858 -364096.036519 0.000000 -2.969206 1 4 1511378575.688519
7757372.308642 -364096.091020 0.000000 -2.970568 1 4 1511378575.751066
7757372.036016 -364096.143650 0.000000 -2.973378 1 4 1511378575.813621
7757371.765166 -364096.187562 0.000000 -2.968561 1 4 1511378575.876049
7757371.210744 -364096.299857 0.000000 -2.977357 1 4 1511378575.938610
7757371.210744 -364096.299857 0.000000 -2.977357 1 4 1511378576.001043
7757370.678240 -364096.384126 0.000000 -2.971109 1 4 1511378576.063554
7757370.414783 -364096.429720 0.000000 -2.967688 1 4 1511378576.126053
7757370.147663 -364096.478825 0.000000 -2.966972 1 4 1511378576.188559
7757369.622703 -364096.583925 0.000000 -2.978771 1 4 1511378576.251058
7757369.366542 -364096.619017 0.000000 -2.971196 1 4 1511378576.313547
7757369.110491 -364096.668034 0.000000 -2.976135 1 4 1511378576.376080
7757368.609376 -364096.755538 0.000000 -2.982523 1 4 1511378576.438556
7757368.358790 -364096.795809 0.000000 -2.975769 1 4 1511378576.501063
7757368.113808 -364096.844739 0.000000 -2.983605 1 4 1511378576.563558
0.000000 -166021.443181 0.000000 -2.988091 1 0 1511378576.626065
7757367.389669 -364096.958370 0.000000 -2.989068 1 4 1511378576.688540
7757367.159294 -364096.988037 0.000000 -2.986398 1 4 1511378576.751093
7757366.921594 -364097.024725 0.000000 -2.989470 1 4 1511378576.813579
7757366.687598 -364097.063124 0.000000 -2.991931 1 4 1511378576.876096
7757366.228788 -364097.134627 0.000000 -2.991285 1 4 1511378576.938575
7757366.228788 -364097.134627 0.000000 -2.991285 1 4 1511378577.001083
7757365.781075 -364097.209525 0.000000 -2.994130 1 4 1511378577.063586
0.000000 -166021.443181 0.000000 -3.003677 1 0 1511378577.126117
7757365.126899 -364097.305197 0.000000 -2.998458 1 4 1511378577.188575
7757364.911255 -364097.331266 0.000000 -3.005405 1 4 1511378577.251084
7757364.693766 -364097.357350 0.000000 -3.005405 1 4 1511378577.313635
7757364.483792 -364097.400782 0.000000 -3.005213 1 4 1511378577.376086
7757364.074544 -364097.440561 0.000000 -3.003258 1 4 1511378577.438634
7757363.871909 -364097.478713 0.000000 -3.002403 1 4 1511378577.501095
7757363.669260 -364097.515125 0.000000 -3.004165 1 4 1511378577.563587
7757363.472145 -364097.551493 0.000000 -3.006033 1 4 1511378577.626103
7757363.274976 -364097.580898 0.000000 -3.001216 1 4 1511378577.688530
7757362.889737 -364097.623970 0.000000 -3.002158 1 4 1511378577.751124
7757362.699892 -364097.646354 0.000000 -3.008023 1 4 1511378577.813666
7757362.511905 -364097.670464 0.000000 -3.008494 1 4 1511378577.876094
7757362.136027 -364097.730870 0.000000 -3.011862 1 4 1511378577.938583
7757362.136027 -364097.730870 0.000000 -3.011862 1 4 1511378578.001091
7757361.774825 -364097.780716 0.000000 -3.009838 1 4 1511378578.063629
0.000000 -166021.443181 0.000000 -3.010815 1 0 1511378578.126125
7757361.408075 -364097.828864 0.000000 -3.008267 1 4 1511378578.188603
7757361.057983 -364097.883844 0.000000 -3.009785 1 4 1511378578.251129
7757360.869955 -364097.902733 0.000000 -3.006260 1 4 1511378578.313604
7757360.696712 -364097.924986 0.000000 -3.004497 1 4 1511378578.376103
7757360.350296 -364097.978197 0.000000 -3.014742 1 4 1511378578.438600
7757360.175208 -364098.000465 0.000000 -3.016592 1 4 1511378578.501109
7757360.001925 -364098.017496 0.000000 -3.011513 1 4 1511378578.563608
0.000000 -166021.443181 0.000000 -3.015475 1 0 1511378578.626107
7757359.485914 -364098.087709 0.000000 -3.015789 1 4 1511378578.688605
7757359.329356 -364098.120277 0.000000 -3.016592 1 4 1511378578.751110
7757359.174602 -364098.147607 0.000000 -3.016400 1 4 1511378578.813610
7757359.017894 -364098.161026 0.000000 -3.016732 1 4 1511378578.876088
7757358.699067 -364098.203575 0.000000 -3.015353 1 4 1511378578.938622
7757358.699067 -364098.203575 0.000000 -3.015353 1 4 1511378579.001111
7757358.380157 -364098.235679 0.000000 -3.020065 1 4 1511378579.063617
7757358.210522 -364098.247460 0.000000 -3.030555 1 4 1511378579.126199
7757358.044672 -364098.271396 0.000000 -3.041254 1 4 1511378579.188619
7757357.703598 -364098.300193 0.000000 -3.025720 1 4 1511378579.251173
7757357.537762 -364098.325870 0.000000 -3.030520 1 4 1511378579.313608
7757357.379277 -364098.348007 0.000000 -3.030241 1 4 1511378579.376117
7757357.029144 -364098.397766 0.000000 -3.029316 1 4 1511378579.438677
7757356.861504 -364098.428679 0.000000 -3.036821 1 4 1511378579.501141
7757356.686403 -364098.449207 0.000000 -3.025947 1 4 1511378579.563655
0.000000 -166021.443181 0.000000 -3.029036 1 0 1511378579.626130
7757356.152027 -364098.530009 0.000000 -3.027902 1 4 1511378579.688614
7757355.984223 -364098.540034 0.000000 -3.029124 1 4 1511378579.751161
7757355.812797 -364098.558792 0.000000 -3.031899 1 4 1511378579.813685
7757355.646742 -364098.556618 0.000000 -3.028879 1 4 1511378579.876144
7757355.331494 -364098.585212 0.000000 -3.033819 1 4 1511378579.938670
7757355.331494 -364098.585212 0.000000 -3.033819 1 4 1511378580.001167
7757355.025621 -364098.632881 0.000000 -3.060313 1 4 1511378580.063653
0.000000 -166021.443181 0.000000 -3.071867 1 0 1511378580.126144
7757354.562971 -364098.685265 0.000000 -3.058498 1 4 1511378580.188681
7757354.400880 -364098.717876 0.000000 -3.046001 1 4 1511378580.251172
7757354.244281 -364098.745221 0.000000 -3.075392 1 4 1511378580.313622
7757354.083911 -364098.762151 0.000000 -3.051324 1 4 1511378580.376180
7757353.776097 -364098.797649 0.000000 -3.047868 1 4 1511378580.438616
7757353.602923 -364098.828607 0.000000 -3.073211 1 4 1511378580.501147
7757353.447950 -364098.828086 0.000000 -3.069057 1 4 1511378580.563652
7757353.294862 -364098.832773 0.000000 -3.063437 1 4 1511378580.626155
7757352.964953 -364098.873668 0.000000 -3.060889 1 4 1511378580.688631
7757352.802696 -364098.885390 0.000000 -3.045704 1 4 1511378580.751182
7757352.633089 -364098.900652 0.000000 -3.075183 1 4 1511378580.813610
7757352.461650 -364098.917669 0.000000 -3.057415 1 4 1511378580.876175
